Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,OBV
34795.72,35151.0,34548.26,34708.47,3413.599491,269.9182455086411,74.9050281366597,195.01321737198143,59.03652916005687,-2707.5537459999982
34708.47,35175.31,34556.85,34964.52,4344.343605,281.5678143684636,69.24367759718572,212.32413677127786,62.62812636038251,1636.7898590000018
34964.52,35021.85,34738.0,34851.47,2262.623255,278.4679858185482,52.91507923781626,225.55290658073193,60.12171302159024,-625.8333959999982
34851.47,35308.23,34790.0,35264.21,2743.262364,305.7910490820723,64.19051400107227,241.600535081,65.54352870586621,2117.428968000002
35264.66,35800.0,35090.91,35762.03,4111.442418,363.42534595142206,97.45984869633764,265.9654972550844,70.71520068592682,6228.871386000002
35762.05,35984.33,35525.1,35786.51,4024.740008,406.39164297497337,112.34091657591114,294.0507263990622,70.9461346698952,10253.611394000001
35788.3,35896.49,35558.9,35653.07,2723.877664,424.7786660791753,104.58235174409049,320.1963143350848,67.80721082353239,7529.733730000002
35653.03,35812.49,35530.0,35572.36,1588.325916,427.9052663337061,86.167161598897,341.7381047348091,65.90781723990729,5941.407814000002
35576.49,35699.38,35466.0,35466.24,1946.622173,417.01305552077247,60.21996062877071,356.79309489200176,63.39339797980498,3994.785641000002
35472.71,36240.0,35362.38,36135.01,4260.425106,457.07616037650587,80.22645238760327,376.8497079889026,70.92220907754266,8255.210747000001
36139.74,36349.64,35843.21,35879.27,3464.399183,462.8548760284102,68.80413443160609,394.05074159680413,65.3842858760861,4790.811564000001
35879.26,36125.93,35816.74,35889.37,2828.485268,462.9133583650546,55.09009341460035,407.82326495045425,65.49886498838221,7619.296832000002
35889.37,36500.0,35878.11,36403.47,3006.037536,498.694638163106,72.6970985701214,425.9975395929846,70.7974906944288,10625.334368000002
36403.47,36845.0,36403.47,36628.85,4488.054518,539.0243059460481,90.42141308245084,448.6028928635973,72.77174088413038,15113.388886
36628.86,36690.14,36377.1,36460.12,2188.76658,551.0189538563718,81.93284879421964,469.08610506215217,69.01027283499268,12924.622306000001
36462.63,36789.0,36435.96,36535.9,2417.770684,560.1821799529862,72.87685991266721,487.305320040319,69.7661225248774,15342.39299
36533.94,36590.08,36231.66,36297.57,2827.284067,541.9654234195332,43.72808270337134,498.23734071616184,64.44259501710795,12515.108923
36297.58,36299.98,35640.93,36010.09,4414.920986,498.5839141876859,0.277258777219231,498.30665541046665,58.63099413793136,8100.187937
36011.01,36036.0,35511.0,35851.19,3634.751842,446.2379008101707,-41.655003680236746,487.89290449040743,55.64394989330904,4465.436094999999
35851.19,36040.0,35657.69,35985.27,2271.00839,410.83657522026624,-61.645063416112976,472.4816386363792,57.60657646702225,6736.444484999999
35985.27,36238.38,35855.31,35969.41,2702.527929,377.15341043933586,-76.26258255763469,453.41599299697054,57.28369752805451,4033.916555999999
35969.41,36322.96,35810.9,36178.86,2932.291724,363.17368406750757,-72.1938471435704,435.36753121107796,60.43735711149317,6966.208279999999
36179.62,36720.56,35944.51,36537.42,4542.426422,376.6852524762726,-46.94582298784428,423.63107546411686,65.1770756886436,11508.634702
36537.42,36760.53,36369.56,36548.6,3658.661804,383.87038154324546,-31.808555136697123,415.6789366799426,65.31660117905878,15167.296505999999
36548.59,36917.27,36540.79,36850.0,4080.225476,409.16846976900706,-5.208373528748439,414.3768432977555,68.93074392137565,19247.521982
36850.0,37221.42,36643.07,37146.67,5690.30451,447.99200362373085,26.892128260780282,421.09987536295057,72.02123349214857,24937.826492
37146.67,37179.69,36929.0,37176.86,3489.54181,475.71229933755967,43.68993917968726,432.0223601578724,72.3229440337353,28427.368302
37176.87,37200.0,36688.0,37114.14,3606.788457,487.00595211235486,43.98687356358596,443.0190785487689,70.61916940895483,24820.579845
37116.47,37136.0,36788.88,36788.89,2430.824869,464.35846124232194,17.07150615484244,447.2869550874795,62.40854734462539,22389.754976
36788.89,37075.7,36644.44,37039.88,2729.999985,461.3448605750091,11.246324390023688,450.0985361849854,65.72069202494754,25119.754961
37039.88,37420.51,36965.52,37256.97,3713.749982,471.0440069402175,16.756376604185675,454.28763033603184,68.32064008584076,28833.504943
37256.97,37509.74,37232.72,37276.31,2590.420547,474.81782238942833,16.424153642717215,458.3936687467111,68.54949570189835,31423.92549
37276.3,37662.63,37267.02,37618.87,2814.665988,499.69020973693114,33.03723279217604,466.6529769447551,72.35850141880901,34238.591478
37620.26,38128.0,37615.93,38063.15,4961.192599,548.9237871774312,65.81664818614092,483.1071389912903,76.35774380515198,39199.784077000004
38065.0,38288.0,37861.83,38147.35,4294.877656,587.9583702185337,83.88098498179471,504.07738523673896,77.03586337190202,43494.661733
38147.36,38215.4,37505.51,37896.36,3775.56313,591.8186461599253,70.193008738549,521.6256374213763,70.54075405473085,39719.098603
37896.36,38015.5,37363.17,37498.78,3017.097423,556.3829233657525,27.80582875550101,528.5770946102515,61.67071934887899,36702.00118
37498.78,37788.76,37326.83,37678.39,2283.222188,536.6072097992001,6.424092151158902,530.1831176480412,63.88034873357348,38985.223368
37678.4,37924.35,37479.03,37578.23,2687.634161,507.00826373082236,-18.539883133774993,525.5481468645974,61.7427640823397,36297.589207
37577.31,38195.0,37530.95,38076.43,3405.710677,517.7827844609492,-6.212289922918558,523.9950743838677,67.55789118188397,39703.299884
38076.43,38175.69,37800.0,37843.4,3290.328314,501.734414269893,-17.808528091179824,519.5429423610728,62.753109406370456,36412.97157
37843.4,38708.27,37015.0,37338.19,9587.954136,443.1414813365045,-61.121168819654656,504.26265015615917,53.8167639500366,26825.017434
