Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,OBV
1432.3,1447.71,1421.02,1427.87,71979.67767,30.41844289172218,-2.1875416757692037,32.60598456749138,66.5959719369588,657420.8557900001
1427.88,1500.0,1421.56,1493.51,226229.56067,34.336123360432566,1.384111034352948,32.95201232607962,78.25830126669071,883650.4164600001
1493.45,1499.99,1464.06,1472.94,104185.83737,35.373324601041304,1.9370498199693458,33.43627478107196,70.0094490344622,779464.5790900001
1472.99,1493.0,1468.41,1490.29,56108.55855,37.16687742942645,2.9844821186835944,34.182395310742855,72.62997337505104,835573.1376400001
1490.28,1516.62,1480.12,1516.13,95788.4846,40.20983901942145,4.821954966942876,35.387884052478576,75.99428429808992,931361.62224
1516.29,1541.13,1497.12,1532.49,146176.70853,43.44076517660369,6.44230489930009,36.9984602773036,77.85062566292187,1077538.3307700001
1532.49,1536.73,1513.26,1519.22,74696.48682,44.41849062537494,5.936024278457076,38.48246634691787,72.92467568908631,1002841.8439500001
1519.08,1547.9,1515.88,1534.46,68377.9091,45.894047707741265,5.929265088658717,39.96478261908255,74.88974444262834,1071219.7530500002
1534.74,1538.84,1510.0,1511.87,58510.84076,44.72505057617377,3.808214365672981,40.91683621050079,67.1141416007805,1012708.9122900001
1511.93,1533.0,1511.87,1519.39,56348.1442,43.89936848647062,2.3860258207758633,41.51334266569476,68.2942870542803,1069057.05649
1519.44,1529.76,1510.2,1519.21,43206.443,42.73782988643006,0.9795897765882415,41.75824010984182,68.23116973869404,1025850.6134900001
1519.21,1529.66,1508.39,1529.12,44394.57573,42.1312930358406,0.29844234079902066,41.83285069504158,69.88154486224654,1070245.18922
1529.3,1548.0,1527.87,1539.57,52880.02728,42.00957563967131,0.14137995570378337,41.86819568396753,71.55937466747964,1123125.2165
1539.71,1561.88,1537.69,1554.16,70626.24532,42.599346048488314,0.5849202916166263,42.01442575687169,73.75746101571401,1193751.46182
1554.15,1555.0,1538.81,1543.0,44800.04307,41.685697838319356,-0.2629823348418654,41.94868017316122,69.34276935556971,1148951.4187500002
1543.01,1571.0,1541.91,1566.0,58525.58495,42.32958373817746,0.30472285201299343,42.02486088616447,72.93782371249763,1207477.0037000002
1565.99,1566.0,1542.2,1547.09,57835.09895,40.843174300879355,-0.9453492682280924,41.78852356910745,66.07707194447778,1149641.9047500002
1547.15,1550.0,1512.38,1530.14,92540.3339,37.86102247050735,-3.1420008788800757,41.003023349387426,60.576754396174,1057101.5708500003
1530.26,1548.0,1513.26,1529.03,66404.04108,35.00456707667763,-4.798765018167835,39.803332094845466,60.22321414737392,990697.5297700003
1528.97,1551.12,1521.15,1547.25,45083.94644,33.82113829716218,-4.7857550381466325,38.60689333530881,63.943113289348275,1035781.4762100002
1547.33,1560.0,1534.0,1537.68,56990.00896,31.745105626064287,-5.489430167395618,37.234535793459905,60.730513127738064,978791.4672500002
1537.93,1554.12,1523.24,1539.78,56536.14247,29.9243380845935,-5.848158167093125,35.772496251686626,61.19128315759358,1035327.6097200002
1539.75,1564.74,1530.25,1550.68,58865.04773,29.02630838019809,-5.396950297190827,34.423258677388915,63.579980143817515,1094192.6574500003
1550.68,1559.0,1538.18,1555.13,50651.33289,28.34692546786323,-4.861066567620547,33.20799203548378,64.5395879069929,1144843.9903400003
1555.12,1599.86,1551.08,1597.25,117769.77788,30.85160352266803,-1.8851108102525984,32.73671433292063,72.04706511292213,1262613.7682200002
1597.56,1615.5,1580.1,1607.21,124983.68869,33.25690281321113,0.41615078423239993,32.84075202897873,73.47703838482221,1387597.4569100002
1607.21,1642.26,1600.12,1640.25,94156.11597,37.39807003157716,3.645854402078747,33.752215629498416,77.57524298625633,1481753.57288
1640.24,1650.0,1621.08,1647.82,72604.57372,40.82026007409672,5.654435555678646,35.16582451841808,78.39879333606386,1554358.1466
1647.82,1649.73,1616.09,1616.1,61083.82137,40.505904579499884,4.272064048865445,36.23384053063444,67.25332872209067,1493274.32523
1616.1,1638.0,1600.44,1634.43,66393.69006,41.26023113410929,4.021112482779884,37.239118651329406,69.91499080169173,1559668.01529
1634.51,1644.45,1620.09,1630.99,48649.49905,41.10660970385584,3.0939928420211444,38.012616861834694,68.78503775356168,1511018.51624
1631.0,1648.0,1628.48,1636.61,36664.59947,40.96611872911217,2.3628014938219764,38.60331723529019,69.64809306850812,1547683.11571
1636.66,1669.35,1630.7,1664.49,57877.10583,42.61324268076169,3.2079403563771933,39.40530232438449,73.55443146692915,1605560.22154
1664.67,1679.9,1661.25,1677.53,65639.52986,44.45833133027895,4.042423204715568,40.415908125563384,75.16443709428951,1671199.7514
1677.41,1695.0,1675.51,1691.29,69635.82566,46.49492977271825,4.863217317723894,41.63171245499436,76.77145951016257,1740835.57706
1691.32,1695.2,1646.0,1677.71,78701.73345,46.47739374018238,3.8765450281504172,42.60084871203196,71.83144154468229,1662133.84361
1677.43,1685.0,1632.51,1645.84,64048.43408,43.39166159229626,0.6326503042114382,42.75901128808482,61.78367679930077,1598085.40953
1645.85,1667.2,1635.0,1662.49,39681.10096,41.807778438341984,-0.7609862797942668,42.56876471813625,64.57185273744201,1637766.51049
1662.61,1671.0,1649.0,1655.2,41154.75226,39.50886396229998,-2.447920604669015,41.956784566969,62.42439995220042,1596611.75823
1655.21,1683.0,1649.01,1676.58,47222.09574,38.9630037436084,-2.3950246586884845,41.35802840229688,65.99609243137003,1643833.85397
1676.58,1683.16,1662.17,1662.83,42963.47816,36.99444654954959,-3.490865482197833,40.485312031747426,61.919694079106826,1600870.37581
